elapsedTime,accelX,accelY,accelZ,roll_rate,pitch_rate,yaw_rate,frontRight_motor_duty,frontLeft_motor_duty,rearRight_motor_duty,rearLeft_motor_duty
9.12288761138916,-0.014011219143867493,0.03315833956003189,-0.7668942213058472,0.29926934838294983,-0.04595804587006569,0.06633545458316803,0.5609835386276245,0.6047680377960205,0.6297294497489929,0.559358537197113
9.125398635864258,-0.036660678684711456,-0.006978679448366165,-0.9397381544113159,0.30974525213241577,-0.04461119323968887,0.06889332085847855,0.5653781890869141,0.6030811667442322,0.63404780626297,0.5531152486801147
9.12796688079834,-0.08596346527338028,0.010766161605715752,-1.0094218254089355,0.3012693226337433,-0.07138364017009735,0.07128550112247467,0.5625767707824707,0.6182998418807983,0.6323218941688538,0.5434958338737488
9.130400657653809,0.003168456256389618,0.015020075254142284,-0.9381701946258545,0.2987433075904846,-0.0739397406578064,0.07062855362892151,0.564431369304657,0.6114660501480103,0.6356009244918823,0.5462307333946228
9.132887840270996,-0.040097929537296295,0.0023468229919672012,-0.9839017987251282,0.3002290725708008,-0.07778216898441315,0.06977865099906921,0.5673481225967407,0.6102615594863892,0.6343216896057129,0.5460611581802368
9.135393142700195,-0.09339975565671921,0.012833383865654469,-1.029224157333374,0.2971664071083069,-0.08570852875709534,0.06397965550422668,0.575183629989624,0.610491156578064,0.6279826760292053,0.5442254543304443
9.137996673583984,0.07896973937749863,-0.006514448206871748,-0.9355618953704834,0.2984321117401123,-0.0925932303071022,0.06124822795391083,0.5668660998344421,0.6021308302879333,0.621296763420105,0.5686280131340027
9.140392303466797,-0.1555430293083191,0.02109246701002121,-1.0024361610412598,0.2872553765773773,-0.09564252197742462,0.06174270063638687,0.5729910731315613,0.6050796508789062,0.623963475227356,0.558199405670166
9.14303207397461,0.04284733533859253,-0.01860547810792923,-0.9991246461868286,0.2866875231266022,-0.08197289705276489,0.06203252822160721,0.56874680519104,0.5976054072380066,0.6353459358215332,0.5600215196609497
9.145394325256348,-0.04109738767147064,0.02078097313642502,-0.9605764150619507,0.2835875153541565,-0.09014631807804108,0.061708346009254456,0.5520386695861816,0.593650221824646,0.6357307434082031,0.5820258855819702
9.147886276245117,-0.11915867775678635,-0.00183087307959795,-1.0016173124313354,0.27310067415237427,-0.09630629420280457,0.06345497816801071,0.565172016620636,0.6010698080062866,0.6332434415817261,0.5658087730407715
9.15056037902832,0.07299850881099701,-0.025475598871707916,-1.006953239440918,0.27568548917770386,-0.08072372525930405,0.07047043740749359,0.5635553002357483,0.5999503135681152,0.6431659460067749,0.5612011551856995
9.15290355682373,-0.164899080991745,0.04179820045828819,-0.9650396108627319,0.2545336186885834,-0.07679465413093567,0.0683160275220871,0.48312121629714966,0.5858134031295776,0.6670633554458618,0.6346402168273926
9.160438537597656,0.12451708316802979,0.058176398277282715,-0.6451743841171265,0.22068798542022705,-0.0511012002825737,0.07091466337442398,0.5977418422698975,0.603658139705658,0.6445110440254211,0.531735897064209
9.163002967834473,-0.030305959284305573,-0.012065619230270386,-1.020565390586853,0.24246123433113098,-0.05964210256934166,0.07482805848121643,0.591888427734375,0.6164475679397583,0.6376646757125854,0.5329766869544983
9.165443420410156,-0.02098255790770054,0.0440523698925972,-0.6776466965675354,0.22091534733772278,-0.06651332974433899,0.07019175589084625,0.5857568383216858,0.62203049659729,0.6282367706298828,0.5436847805976868
9.167993545532227,0.05091584473848343,0.002610350027680397,-0.47543418407440186,0.22196120023727417,-0.07284162938594818,0.06904146075248718,0.5035439729690552,0.5780588388442993,0.6589463949203491,0.6406950950622559
9.170446395874023,0.08896337449550629,-0.019320132210850716,-0.36842647194862366,0.22251465916633606,-0.07619046419858932,0.06843273341655731,0.5269416570663452,0.5769498944282532,0.6647446155548096,0.6142693161964417
9.172962188720703,-0.1415838599205017,-0.010174018330872059,-0.6512579917907715,0.20824715495109558,-0.0863184928894043,0.07392366230487823,0.5563479661941528,0.6056328415870667,0.6447491645812988,0.5778074264526367
9.175443649291992,0.11106278747320175,0.028804296627640724,-0.62080317735672,0.20826107263565063,-0.07490730285644531,0.06868964433670044,0.4654238522052765,0.5681630373001099,0.6825892925262451,0.6724338531494141
9.177938461303711,-0.12669500708580017,-0.025398071855306625,-0.9909433126449585,0.2097196877002716,-0.08412081003189087,0.07548990845680237,0.5136940479278564,0.5857124328613281,0.674464225769043,0.6195505857467651
9.180440902709961,-0.015447206795215607,0.016575448215007782,-0.8834748864173889,0.19356095790863037,-0.08528374135494232,0.07242627441883087,0.5501452088356018,0.6096376180648804,0.6489706039428711,0.5893690586090088
9.183090209960938,-0.10907100141048431,0.010290605947375298,-0.9298771619796753,0.19196996092796326,-0.11441291868686676,0.07220259308815002,0.5817355513572693,0.634827733039856,0.6264616250991821,0.5602965354919434
9.185445785522461,-0.15570107102394104,0.0071603902615606785,-0.9529882669448853,0.19117756187915802,-0.12892094254493713,0.07209118455648422,0.49866974353790283,0.6089037656784058,0.6581050157546997,0.6432675719261169
9.18794059753418,-0.02193593978881836,-0.003960802219808102,-0.9861936569213867,0.18201342225074768,-0.1261858493089676,0.07299409061670303,0.5284453630447388,0.6086090803146362,0.6617175340652466,0.6160823702812195
9.190605163574219,-0.03826074302196503,0.023052677512168884,-0.9466365575790405,0.16480357944965363,-0.16322281956672668,0.07350481301546097,0.5658379793167114,0.6365580558776855,0.6366633772850037,0.5814574956893921
9.192957878112793,-0.1260697990655899,0.016139443963766098,-1.028360366821289,0.1726747751235962,-0.19372504949569702,0.07750333845615387,0.5924057960510254,0.6578320264816284,0.6210054755210876,0.5536256432533264
9.195449829101562,0.09098630398511887,-0.027186565101146698,-0.9611000418663025,0.1772288978099823,-0.19348877668380737,0.08271696418523788,0.593194842338562,0.6577008962631226,0.6265658140182495,0.5505728125572205
